meanchi	medianchi	maxchi	minchi	CHR	PHEN	POP	P0	P1
1.4378613067999784	0.6280565	23.18707484379245	0	2	MCHC	meta	99584522	102072238
1.1252079864465254	0.5012639999999999	13.965169000000001	0	3	MCHC	EA	170443719	172042637
0.9469621634907485	0.48860099999999995	12.117360999999999	0	3	MCHC	AA	170443719	172042637
1.1117414507768926	0.5444444444444446	18.128425173140624	0	3	MCHC	meta	170443719	172042637
5.087426741573034	1.7969705	24.029604000000003	4e-6	4	MCHC	EA	119012479	119358981
1.5016765487421384	0.786769	12.236004000000001	1e-6	4	MCHC	AA	119012479	119358981
4.182695871228136	1.3191198096885817	27.27438775510204	0	4	MCHC	meta	119012479	119358981
2.338842459816303	1.274641	23.892543999999997	1e-6	9	MCHC	EA	34195574	36820674
0.8399523596282689	0.356409	14.615329	0	9	MCHC	AA	34195574	36820674
1.7074163922432408	0.6577210000000001	25.950854208265806	0	9	MCHC	meta	34195574	36820674
1.4042021965950546	0.540225	20.593444	0	17	MCHC	EA	5782151	7334867
0.9981926339192178	0.49984899999999993	17.230801	0	17	MCHC	AA	5782151	7334867
1.3009126157249893	0.5508890086206897	25.22336113577798	0	17	MCHC	meta	5782151	7334867
2.093946354102058	0.9603999999999999	19.864849	0	19	MCHC	EA	40639992	43359606
1.1368453488988117	0.580644	13.965169000000001	0	19	MCHC	AA	40639992	43359606
1.593622448322623	0.741321	22.71864418373978	0	19	MCHC	meta	40639992	43359606
